Rank, H1B Visa Sponsor, Job Title, Number of LCA  *, Average Salary
72,Mindtree,Software Engineer,52,"$66,700 "
30,Visionet Systems,Software Engineer,100,"$66,708 "
146,Redeemsoft,Systems Analyst,15,"$66,733 "
125,Premier It Solutions,Systems Analyst,19,"$66,737 "
84,Atp Usa,Application Developer,3,"$66,759 "
103,Wiz Tech,Developer,2,"$66,762 "
42,Skillsight,Software Engineer,76,"$66,763 "
69,Beyondsoft Consulting,Software Test Engineer,2,"$66,768 "
105,American Infotech Solutions,Computer Systems Analyst,13,"$66,769 "
109,Adroix,Systems Analyst,22,"$66,773 "
63,Aureus Techsystems,Software Developer,36,"$66,778 "
23,Navitas Business Consulting,Computer Programmer,55,"$66,778 "
161,Technosoft Group,Software Engineer,27,"$66,781 "
5,Niit Technologies,Systems Analyst,239,"$66,803 "
211,Mudiam,Programmer Analyst,55,"$66,818 "
100,Svv Infotech,Software Engineer,40,"$66,825 "
68,Compunetix,Software Test Engineer,2,"$66,826 "
62,Abal Technologies,Business Analyst,21,"$66,846 "
169,Aries Computer Systems,Software Engineer,25,"$66,860 "
89,Reliant Infotech,Software Developer,30,"$66,862 "
58,Sunrise Infotek,Software Developer,38,"$66,866 "
53,Exeter Pharma Consultancy,Programmer/Analyst,6,"$66,874 "
52,Rjt Compuquest,Computer Programmer,32,"$66,875 "
204,Savi Technologies,Computer Programmer,8,"$66,875 "
73,Optimum I T Solutions,Database Administrator,8,"$66,875 "
46,Adbakx,Business Analyst,28,"$66,876 "
186,Iontech Consulting,Computer Programmer,9,"$66,889 "
193,Avant Systems,Software Engineer,22,"$66,918 "
124,Bitwise,Systems Analyst,19,"$66,938 "
94,Lead It,Programmer Analyst,91,"$66,952 "
54,Virgo,Programmer Analyst,122,"$66,953 "
165,Sphinix Network Solutions,Java Developer,3,"$66,953 "
172,Harvest Software Solutions,Database Administrator,4,"$66,959 "
131,Unicorn Technologies,Software Developer,22,"$66,977 "
146,Eskribe,Application Developer,2,"$66,997 "
36,Mentis Solutions,Software Developer,47,"$66,998 "
128,Infogen Software,Database Administrator,5,"$67,000 "
93,Tekivy,Java Developer,5,"$67,000 "
93,Suntechpros,Java Developer,5,"$67,000 "
133,Cg42,Programmer/Analyst,2,"$67,000 "
216,I-digital,Qa Analyst,2,"$67,000 "
172,Eminent Software Services,Software Test Engineer,1,"$67,000 "
154,Fidelity Brokerage Services,Data Analyst,2,"$67,008 "
20,International Technology Solutions,Computer Programmer Analyst,30,"$67,011 "
36,Astir It Solutions,Database Administrator,13,"$67,023 "
23,Clearlite,Software Engineer,114,"$67,046 "
58,Palvai Global Services,Database Administrator,10,"$67,059 "
56,Avant Systems,Software Developer,39,"$67,065 "
8,Groupm Worldwide,Data Analyst,13,"$67,077 "
171,Comprehensive Resources,Database Administrator,4,"$67,080 "
130,Compumatrice,Software Developer,22,"$67,091 "
28,Cedent Consulting,Software Engineer,107,"$67,096 "
98,Manasi Information Technologies,Database Administrator,6,"$67,100 "
170,Vortalsoft,Database Administrator,4,"$67,100 "
82,Quest Global Services-Na,Data Analyst,3,"$67,100 "
30,It America,Systems Analyst,58,"$67,119 "
93,Adroix,Computer Systems Analyst,15,"$67,133 "
91,8k Miles Software Services,Programmer Analyst,92,"$67,149 "
7,Lead It,Software Developer,132,"$67,153 "
210,Heights Global It Service,Software Developer,15,"$67,184 "
125,Azee Systems,Java Developer,4,"$67,184 "
113,Essani International,Business Analyst,13,"$67,189 "
73,Flexera Global,Systems Analyst,31,"$67,194 "
104,International Technologies Pro,Qa Analyst,4,"$67,206 "
215,Reliance Global Services,Qa Analyst,2,"$67,222 "
29,E-Data Experts,Computer Systems Analyst,41,"$67,244 "
144,Vdriveinfo,Software Developer,20,"$67,250 "
85,Saicon Consultants,Computer Systems Analyst,16,"$67,261 "
95,Professional Software Group,Computer Programmer,19,"$67,263 "
5,Neo Prism Solutions,Data Analyst,18,"$67,278 "
118,Corporate Computer Services,Computer Systems Analyst,11,"$67,280 "
50,Kellton Tech,Qa Analyst,7,"$67,284 "
161,Jiva Infotech,Computer Systems Analyst,8,"$67,288 "
75,Persistent Telecom Solutions,Computer Programmer Analyst,4,"$67,293 "
57,Akhsaya,Programmer Analyst,119,"$67,297 "
94,Laksan Technologies,Computer Programmer,19,"$67,337 "
144,Methodica Technologies,Software Engineer,30,"$67,367 "
203,Sonata Software North America,Computer Programmer,8,"$67,370 "
160,Sarayu Consultants,Programmer Analyst,67,"$67,382 "
26,Vastika,Data Analyst,6,"$67,399 "
55,Infoyuga Technologies,Systems Analyst,36,"$67,444 "
103,Y-Axis,Business Analyst,14,"$67,447 "
139,Makeurcareer,Business Analyst,11,"$67,455 "
115,Trishulla,Computer Programmer,15,"$67,467 "
1,Syntel Consulting,Programmer Analyst,1548,"$67,469 "
92,Comprehensive Resources,Software Developer,29,"$67,480 "
160,P3 Geeks,Computer Systems Analyst,8,"$67,500 "
58,Intuites,Computer Programmer Analyst,8,"$67,500 "
172,Genesis Techsystems,Computer Programmer Analyst,1,"$67,500 "
124,Gallup,Java Developer,4,"$67,500 "
42,Vnc Communications D/B/A Performics,Programmer/Analyst,8,"$67,500 "
211,Wb Solutions,Qa Analyst,2,"$67,500 "
211,Lead It,Qa Analyst,2,"$67,500 "
211,Maven,Qa Analyst,2,"$67,500 "
211,Randel Solutions,Qa Analyst,2,"$67,500 "
50,Elan Technologies,Data Analyst,4,"$67,500 "
153,Kanap Systems,Data Analyst,2,"$67,500 "
171,Mobile Programming,Programmer Analyst,64,"$67,505 "
47,Neotech Solutions,Database Administrator,11,"$67,507 "
127,Gb Tech,Software Developer,23,"$67,509 "
23,Data Systems Integration Group,Database Administrator,19,"$67,516 "
10,Intone Networks,Business Analyst,77,"$67,529 "
27,Karwell Technologiies,Database Administrator,17,"$67,529 "
26,Caprus It,Application Developer,8,"$67,532 "
200,Swanktek,Programmer Analyst,57,"$67,576 "
11,Geo Logic Systems,Database Administrator,39,"$67,590 "
99,Erp Analysts,Programmer Analyst,88,"$67,596 "
31,Spi Management Services,Programmer Analyst,161,"$67,602 "
126,Kumo It Services,Software Developer,23,"$67,610 "
165,Mindtree,Senior Software Engineer,6,"$67,618 "
60,Accel International,Senior Software Engineer,14,"$67,629 "
81,Pns Technologies,Computer Programmer,23,"$67,652 "
9,Rjt Compuquest,Systems Analyst,141,"$67,657 "
41,Y-Axis,Qa Analyst,8,"$67,665 "
19,Verisk Health,Data Analyst,9,"$67,676 "
2,Igate Technologies,Computer Programmer,891,"$67,679 "
49,Saxon Global,Systems Analyst,38,"$67,708 "
35,Flex Consulting Group,Business Analyst,31,"$67,712 "
31,Aption,Computer Programmer,45,"$67,733 "
29,Rapidit,Computer Programmer Analyst,20,"$67,755 "
43,Polaris Consulting And Services,Systems Analyst,41,"$67,757 "
30,Icf Resources,Programmer/Analyst,11,"$67,761 "
117,Streebo,Computer Programmer Analyst,2,"$67,765 "
92,Vsion Technologies,Systems Analyst,26,"$67,769 "
18,Home Depot Usa,Data Analyst,9,"$67,778 "
66,Gss Infotech Ct,Computer Systems Analyst,22,"$67,781 "
57,Yash Solutions,Database Administrator,10,"$67,783 "
111,G3 Infotek,Software Developer,25,"$67,785 "
68,Sqa Concepts,Computer Programmer Analyst,5,"$67,800 "
152,Infosys Solutions,Data Analyst,2,"$67,800 "
81,Excelon Solutions,Data Analyst,3,"$67,808 "
148,Webilent Technology,Programmer Analyst,71,"$67,809 "
190,Sat Solutions,Systems Analyst,11,"$67,818 "
224,Edvensoft Solutions,Software Engineer,19,"$67,819 "
10,Applab Systems,Database Administrator,40,"$67,820 "
116,Proswift  Consulting,Computer Programmer Analyst,2,"$67,829 "
145,Sapere,Qa Analyst,3,"$67,833 "
125,Virtual Matrix,Software Developer,23,"$67,835 "
16,Adaequare,Systems Analyst,93,"$67,836 "
156,Svk Technology Solutions,Software Engineer,28,"$67,857 "
143,Cyient,Software Engineer,30,"$67,875 "
120,Pax InternationalInc,Software Engineer,35,"$67,881 "
83,E-Zest Solutions,Application Developer,3,"$67,882 "
189,Active Enterprise Solutions,Software Developer,16,"$67,884 "
31,Aplomb Technologies,Business Analyst,33,"$67,889 "
84,Texara Solutions,Systems Analyst,28,"$67,893 "
164,Prolifics,Senior Software Engineer,6,"$67,902 "
153,E-Base Technologies,Business Analyst,10,"$67,906 "
83,Swift Technologies,Senior Software Engineer,10,"$67,930 "
169,Gdn Infotech,Database Administrator,4,"$67,956 "
104,Dextro Software Systems,Computer Systems Analyst,13,"$67,978 "
43,Nexgen Technologies,Java Developer,10,"$67,979 "
199,Sree Infotech,Programmer Analyst,57,"$67,999 "
129,Gooyah Technologies,Software Developer,22,"$68,000 "
155,City Gurus,Software Developer,19,"$68,000 "
168,Malvi Systems,Software Developer,18,"$68,000 "
65,Pns Technologies,Computer Systems Analyst,22,"$68,000 "
70,Sky Solutions,Computer Systems Analyst,20,"$68,000 "
15,Svv Infotech,Database Administrator,32,"$68,000 "
63,Svk Technology Solutions,Database Administrator,9,"$68,000 "
63,Csts Technologies,Database Administrator,9,"$68,000 "
87,Lorhan,Database Administrator,7,"$68,000 "
126,Citadel Information Services,Database Administrator,5,"$68,000 "
126,Krypto It Solutions,Database Administrator,5,"$68,000 "
168,Msit Systems,Database Administrator,4,"$68,000 "
171,Symplicity,Computer Programmer Analyst,1,"$68,000 "
92,Infosmart Technologies,Java Developer,5,"$68,000 "
131,Fx Direct Dealer,Programmer/Analyst,2,"$68,000 "
131,Hr&A Advisors,Programmer/Analyst,2,"$68,000 "
210,Vsion Technologies,Qa Analyst,2,"$68,000 "
171,Avenues International,Software Test Engineer,1,"$68,000 "
147,Hallmark Global Technologies,Programmer Analyst,71,"$68,014 "
46,Tachyon Technologies,Systems Analyst,40,"$68,055 "
91,Kellton Tech,Software Developer,29,"$68,063 "
209,Tad Solutions,Software Developer,15,"$68,067 "
59,Conch Technologies,Systems Analyst,35,"$68,086 "
51,Softpath System,Computer Programmer,32,"$68,128 "
8,Sdlc Management,Business Analyst,82,"$68,149 "
14,Hanusoft,Data Analyst,10,"$68,150 "
97,Conferra Software,Database Administrator,6,"$68,179 "
12,Sudhi Infomatics,Systems Analyst,108,"$68,194 "
12,Epitec,Data Analyst,11,"$68,194 "
103,Iit Jobs,Computer Systems Analyst,13,"$68,196 "
45,Gss Infotech Ct,Business Analyst,28,"$68,210 "
152,Kastech Solutions,Programmer Analyst,69,"$68,217 "
188,Rjt Compuquest,Software Developer,16,"$68,219 "
36,Ksoft Systems,Programmer Analyst,152,"$68,224 "
9,Ipolarity,Business Analyst,79,"$68,241 "
16,It Trailblazers,Computer Programmer Analyst,37,"$68,247 "
221,Kiranam Technologies,Software Developer,14,"$68,250 "
72,Atri Softech,Database Administrator,8,"$68,250 "
130,Mufg Union Bank,Programmer/Analyst,2,"$68,250 "
103,Xoriant Corporation,Qa Analyst,4,"$68,250 "
27,Compass Lexecon,Programmer/Analyst,12,"$68,287 "
138,Ajace,Computer Programmer,13,"$68,295 "
42,Sterling 5,Database Administrator,12,"$68,297 "
129,"Goldman Sachs Realty Management, L.P.",Programmer/Analyst,2,"$68,300 "
209,The Advisory Board Company,Qa Analyst,2,"$68,300 "
57,Saibersys,Software Developer,38,"$68,311 "
164,Intone Networks,Java Developer,3,"$68,333 "
144,Technozant,Computer Systems Analyst,9,"$68,344 "
89,Legend Solutions,Computer Programmer,20,"$68,350 "
162,Celer Systems,Programmer Analyst,66,"$68,371 "
167,Lenora Systems,Programmer Analyst,65,"$68,375 "
208,Royal Technocrats,Software Developer,15,"$68,376 "
134,Vcarve,Software Developer,21,"$68,381 "
124,Dechen Consulting Group,Software Developer,23,"$68,391 "
22,First Tek,Business Analyst,45,"$68,392 "
79,Quadrant Resource,Programmer Analyst,98,"$68,395 "
12,Appsintegration,Computer Programmer Analyst,60,"$68,396 "
129,Anid Infosoft,Computer Systems Analyst,10,"$68,400 "
125,Kaizen Technologies,Database Administrator,5,"$68,400 "
17,Mphasis,Systems Analyst,92,"$68,407 "
170,Erp And Erp,Programmer Analyst,64,"$68,408 "
135,Data Systems Integration Group,Programmer Analyst,74,"$68,423 "
58,3s Business,Systems Analyst,35,"$68,429 "
168,Lucid Technologies,Software Engineer,25,"$68,440 "
11,Mercury Systems,Computer Programmer,92,"$68,441 "
62,Makeurcareer,Programmer Analyst,113,"$68,451 "
8,Advisean,Systems Analyst,156,"$68,476 "
91,Maganti It Resources,Java Developer,5,"$68,496 "
207,Consult America,Qa Analyst,2,"$68,500 "
207,"Centraprise,",Qa Analyst,2,"$68,500 "
67,Intone Networks,Software Test Engineer,2,"$68,500 "
177,Silicus Technologies,Systems Analyst,12,"$68,517 "
103,Advisean,Programmer Analyst,87,"$68,521 "
66,Srishti I2i Biz Solutions,Software Test Engineer,2,"$68,532 "
107,Emeteors,Software Engineer,37,"$68,537 "
146,Techstar Consulting,Programmer Analyst,71,"$68,548 "
151,Primesoft,Data Analyst,2,"$68,550 "
200,Corpsystems,Computer Systems Analyst,6,"$68,554 "
86,Argha Services,Software Engineer,45,"$68,556 "
32,Igate Technologies,Database Administrator,14,"$68,557 "
42,Pactera Technologies Na,Software Test Engineer,3,"$68,564 "
200,Engineering Technology Associates,Software Engineer,21,"$68,614 "
124,Tru Solution Systems,Database Administrator,5,"$68,640 "
99,Qualihi Software Solutions,Software Engineer,42,"$68,643 "
156,Proswift  Consulting,Programmer Analyst,68,"$68,650 "
164,Adaequare,Computer Programmer,11,"$68,659 "
11,Neumeric Technologies,Systems Analyst,123,"$68,667 "
179,Ramp Technology Group,Business Analyst,9,"$68,667 "
82,Infowaretech,Application Developer,3,"$68,667 "
144,Nh Software Solutions,Qa Analyst,3,"$68,667 "
61,Astir It Solutions,Business Analyst,21,"$68,671 "
143,International Technologies Pro,Software Developer,20,"$68,680 "
189,Anjaneyap,Systems Analyst,11,"$68,733 "
40,Abal Technologies,Qa Analyst,8,"$68,749 "
40,Slk America,Developer,4,"$68,750 "
123,Amzur Technologies,Java Developer,4,"$68,750 "
82,Pa Consulting Group,Programmer/Analyst,3,"$68,750 "
61,Inbiz Concepts,Qa Analyst,6,"$68,751 "
145,Sarla Technologies Usa (f/k/a Synapse Systems),Application Developer,2,"$68,760 "
65,Proficient Business Systems,Software Test Engineer,2,"$68,775 "
147,Millenium Software Consulting,Computer Programmer,12,"$68,804 "
71,Metanoia Solutions,Software Developer,34,"$68,806 "
102,Wal-Mart Associates,Programmer Analyst,87,"$68,809 "
127,Dextro Software Systems,Business Analyst,12,"$68,821 "
90,Interactive Media Labs,Programmer Analyst,92,"$68,826 "
178,Hexacorp,Business Analyst,9,"$68,833 "
53,Svam International,Programmer Analyst,122,"$68,834 "
152,Pav It Global,Business Analyst,10,"$68,850 "
57,Edvenswa Tech,Computer Systems Analyst,24,"$68,875 "
134,Cerebra Consulting,Programmer Analyst,74,"$68,878 "
112,Logic Planet,Business Analyst,13,"$68,880 "
130,Lancesoft,Systems Analyst,18,"$68,889 "
37,Alpha Clinical Systems,Data Analyst,5,"$68,920 "
142,Emergtech Business Solutions,Software Developer,20,"$68,931 "
206,Bytefield,Qa Analyst,2,"$68,931 "
28,W3eye,Computer Programmer Analyst,20,"$68,943 "
115,Gunjan Cutting Edge Solutions,Computer Programmer Analyst,2,"$68,945 "
24,Hitachi Consulting,Database Administrator,18,"$68,960 "
80,Wonderbox Technologies,Data Analyst,3,"$68,964 "
134,Singular Analysts,Software Engineer,32,"$68,969 "
32,Gss Infotech Ct,Software Engineer,96,"$68,979 "
33,Quinnox,Software Developer,51,"$68,997 "
92,Eminence Consulting,Computer Systems Analyst,15,"$69,000 "
102,Neelinfo,Developer,2,"$69,000 "
167,Satin Solutions,Database Administrator,4,"$69,000 "
128,Resource Recycling Systems,Programmer/Analyst,2,"$69,000 "
169,L And T Technology Services,Software Test Engineer,1,"$69,000 "
169,Belcan Engineering Group,Software Test Engineer,1,"$69,000 "
70,Infotech Prism,Software Developer,34,"$69,035 "
121,Cogent Infotech,Programmer Analyst,80,"$69,038 "
81,Gallop Solutions,Qa Analyst,5,"$69,053 "
143,Dataserv,Programmer Analyst,72,"$69,069 "
133,Citratek,Software Engineer,32,"$69,078 "
2,Igate Technologies,Software Test Engineer,167,"$69,083 "
37,Kellton Tech,Programmer Analyst,151,"$69,092 "
101,Seven Seas Technologies,Programmer Analyst,87,"$69,095 "
177,Siliconhire,Business Analyst,9,"$69,101 "
140,Sage It,Software Engineer,31,"$69,104 "
125,Gdn Infotech,Computer Programmer,14,"$69,132 "
82,Infovision,Software Engineer,46,"$69,149 "
174,Sysarch,Software Developer,17,"$69,158 "
144,Collaborate Solutions,Application Developer,2,"$69,160 "
80,Lancesoft,Business Analyst,18,"$69,167 "
41,Divensi,Software Test Engineer,3,"$69,181 "
76,Virinchi Technologies,Computer Systems Analyst,19,"$69,184 "
19,It Vertex,Computer Programmer,62,"$69,202 "
39,Alpha Clinical Systems,Business Analyst,30,"$69,203 "
90,Resolve Tech Solutions,Java Developer,5,"$69,208 "
143,Ps Technology,Application Developer,2,"$69,210 "
2,Wipro,Programmer Analyst,1285,"$69,216 "
93,Quest Global Services-Na,Software Engineer,43,"$69,223 "
17,Unify Solutions,Computer Systems Analyst,65,"$69,231 "
114,Launch It,Computer Programmer,15,"$69,267 "
102,Vedicsoft Solutions,Qa Analyst,4,"$69,275 "
1,Tech Mahindra (Americas),Computer Programmer,1974,"$69,281 "
12,Asta Crs,Business Analyst,68,"$69,284 "
168,Voicebox Technologies,Software Test Engineer,1,"$69,300 "
123,Client Software Services,Software Developer,23,"$69,304 "
64,West Publishing,Software Test Engineer,2,"$69,315 "
163,Netlogic Solutions,Java Developer,3,"$69,333 "
143,Techligent Systems,Qa Analyst,3,"$69,333 "
10,Quality Matrix,Qa Analyst,22,"$69,338 "
80,Nam Info,Software Developer,32,"$69,344 "
32,Horizon Consulting,Systems Analyst,54,"$69,349 "
61,Ncs Pearson,Software Developer,37,"$69,382 "
88,Coolsoft,Business Analyst,16,"$69,388 "
208,Securonix,Software Engineer,20,"$69,398 "
92,Satin Solutions,Software Engineer,43,"$69,419 "
66,Global Atlantic Financial Company,Programmer/Analyst,4,"$69,425 "
124,Inspirix Technologies,Computer Programmer,14,"$69,429 "
17,Url Systems,Programmer/Analyst,21,"$69,429 "
167,Dynamic Software Consultants,Software Developer,18,"$69,444 "
152,Eminent Software Services,Systems Analyst,14,"$69,450 "
74,Ar Solutions,Computer Programmer,24,"$69,458 "
4,Larsen & Toubro Infotech,Computer Programmer,485,"$69,462 "
71,Elan Technologies,Database Administrator,8,"$69,467 "
117,Logicque,Computer Systems Analyst,11,"$69,487 "
112,Svk Systems,Programmer Analyst,83,"$69,488 "
68,L&T Technology Services,Computer Programmer,25,"$69,489 "
16,Openbox Solutions,Computer Systems Analyst,65,"$69,498 "
38,Prime Solutions,Systems Analyst,44,"$69,507 "
103,Omega Solutions,Computer Programmer,17,"$69,507 "
150,Graphics Atlanta,Data Analyst,2,"$69,525 "
81,Cincinnati Children's Hospital Medical Center,Application Developer,3,"$69,548 "
28,Criticalriver,Computer Systems Analyst,41,"$69,566 "
177,Savi Technologies,Computer Systems Analyst,7,"$69,571 "
35,Diaspark,Programmer Analyst,154,"$69,576 "
188,Indu,Systems Analyst,11,"$69,626 "
25,Savvy Info Systems,Systems Analyst,65,"$69,631 "
223,Osair Technologies,Software Engineer,19,"$69,638 "
9,Osair Technologies,Java Developer,36,"$69,638 "
167,Global Technology Associates,Software Test Engineer,1,"$69,650 "
142,Real World Technologies,Qa Analyst,3,"$69,652 "
207,Heights Global It Service,Software Developer,15,"$69,659 "
55,Delta System & Software,Computer Programmer Analyst,9,"$69,667 "
162,Consiga Technologies,Java Developer,3,"$69,667 "
65,Analytic Partners,Developer,3,"$69,673 "
170,Logybytes,Computer Programmer Analyst,1,"$69,680 "
64,Brillio,Computer Programmer,27,"$69,704 "
79,Citronit,Software Developer,32,"$69,708 "
25,Focus It,Data Analyst,6,"$69,708 "
65,Radical Software Solutions,Java Developer,7,"$69,714 "
65,Saicon Consultants,Java Developer,7,"$69,714 "
15,Diligent Group,Computer Programmer,74,"$69,736 "
