Rank,H1B Visa Sponsor,Job Title,Number of LCA,Average Salary
206,Lewis-Goetz And Company,Application Developer,1,"$95,000 "
206,Itdr,Application Developer,1,"$95,000 "
206,Florida Family Insurance Company,Application Developer,1,"$95,000 "
212,Hooklogic,Programmer/Analyst,1,"$95,000 "
212,Ops Rules Partners,Programmer/Analyst,1,"$95,000 "
212,J. Aron & Company,Programmer/Analyst,1,"$95,000 "
212,Nasuni,Programmer/Analyst,1,"$95,000 "
212,Greentech Capital Advisors,Programmer/Analyst,1,"$95,000 "
111,Cigna Hlic,Software Test Engineer,1,"$95,000 "
205,U.S. Bank National Association,Application Developer,1,"$95,519 "
204,Guess?,Application Developer,1,"$96,000 "
110,Viewsoft,Software Test Engineer,1,"$96,000 "
157,Delta Air Lines,Developer,1,"$96,012 "
156,Life Technologies,Developer,1,"$96,125 "
155,Morningstar,Developer,1,"$96,534 "
109,Hire It People,Software Test Engineer,1,"$96,720 "
154,Carlypso,Developer,1,"$96,866 "
211,Cronus Technology,Programmer/Analyst,1,"$97,200 "
153,Comsol,Developer,1,"$98,009 "
152,Nationstar Mortgage,Developer,1,"$98,476 "
203,Yourcause,Application Developer,1,"$98,760 "
202,Coriell Institute For Medical Research,Application Developer,1,"$98,921 "
201,Nextgen Technologies,Application Developer,1,"$99,000 "
144,Mapbox,Developer,1,"$100,000 "
144,Alphadyne Asset Management,Developer,1,"$100,000 "
144,"Carlson Capital, L.P.",Developer,1,"$100,000 "
144,First Eagle Investment Management,Developer,1,"$100,000 "
144,The Phelps Group,Developer,1,"$100,000 "
144,Akuna Capital,Developer,1,"$100,000 "
196,Advancedmd,Application Developer,1,"$100,000 "
196,Enso Financial Management,Application Developer,1,"$100,000 "
196,Allegis Group,Application Developer,1,"$100,000 "
196,Nous Infosystems Pvt.,Application Developer,1,"$100,000 "
196,Implementation Technologies Consulting,Application Developer,1,"$100,000 "
199,Abraaj North America,Programmer/Analyst,1,"$100,000 "
199,Mercury Capital Advisors Group Gp,Programmer/Analyst,1,"$100,000 "
104,Sacc,Software Test Engineer,1,"$100,000 "
104,Flexton,Software Test Engineer,1,"$100,000 "
104,Trilliant Networks,Software Test Engineer,1,"$100,000 "
104,Bright Market,Software Test Engineer,1,"$100,000 "
143,Insurance Services Office,Developer,1,"$100,350 "
198,Vista Equity Partners Management,Programmer/Analyst,1,"$100,500 "
103,Virgin America,Software Test Engineer,1,"$101,592 "
195,Sparefoot,Application Developer,1,"$102,549 "
142,Scheduling.com,Developer,1,"$103,000 "
194,Examination Management Services,Application Developer,1,"$103,000 "
195,Deimos Asset Management,Programmer/Analyst,1,"$103,000 "
193,Sirius Xm Radio,Application Developer,1,"$103,052 "
141,Nyse Arca,Developer,1,"$103,500 "
192,Barclays Services,Application Developer,1,"$104,172 "
101,Kyocera Document Solutions Development America,Software Test Engineer,1,"$104,400 "
138,Dun & Bradstreet,Developer,1,"$105,000 "
138,Drivewealth Technologies,Developer,1,"$105,000 "
138,Right Click Systems,Developer,1,"$105,000 "
191,Domino Technologies,Application Developer,1,"$105,000 "
193,Dyal Partners,Programmer/Analyst,1,"$105,000 "
193,Totem Point Management,Programmer/Analyst,1,"$105,000 "
100,Object Computing,Software Test Engineer,1,"$106,000 "
189,Saks Direct,Application Developer,1,"$106,283 "
137,Markitserv,Developer,1,"$106,383 "
188,Sona Networks,Application Developer,1,"$107,432 "
136,Clever,Developer,1,"$107,500 "
99,Ascentia Consulting Pte Company,Software Test Engineer,1,"$107,500 "
134,Astrazeneca Pharmaceuticals,Developer,1,"$107,850 "
186,Fisher Asset Management,Application Developer,1,"$107,853 "
186,Fisher Investments,Application Developer,1,"$107,853 "
98,Cymer,Software Test Engineer,1,"$108,500 "
185,Hcp Management Operations,Application Developer,1,"$109,250 "
192,Fig,Programmer/Analyst,1,"$109,367 "
191,Shearlink Capital,Programmer/Analyst,1,"$109,820 "
132,Societe Generale,Developer,1,"$110,000 "
181,Abacus Technical Services,Application Developer,1,"$110,000 "
181,Parkway,Application Developer,1,"$110,000 "
181,East West Bank,Application Developer,1,"$110,000 "
96,Vertisystem,Software Test Engineer,1,"$110,000 "
96,Philips Lighting North America,Software Test Engineer,1,"$110,000 "
180,Csaa Insurance Services,Application Developer,1,"$110,419 "
95,General Instrument,Software Test Engineer,1,"$111,426 "
94,Ringcentral,Software Test Engineer,1,"$112,000 "
131,Technology Resource Group,Developer,1,"$112,320 "
190,Palladium Capital Management Iv,Programmer/Analyst,1,"$112,500 "
93,Expedia,Software Test Engineer,1,"$113,256 "
92,Unchainedlabs,Software Test Engineer,1,"$113,633 "
91,Ryzen Solutions,Software Test Engineer,1,"$114,400 "
129,Scge Management,Developer,1,"$115,000 "
143,Bidgely,Computer Programmer Analyst,1,"$115,000 "
177,Qsc Audio Products,Application Developer,1,"$115,000 "
178,Saks Fifth Avenue,Application Developer,1,"$115,000 "
189,Rs Investment Management,Programmer/Analyst,1,"$115,000 "
88,Blackberry,Software Test Engineer,1,"$115,000 "
88,Study.Com,Software Test Engineer,1,"$115,000 "
188,Panagora Asset Management,Programmer/Analyst,1,"$115,500 "
128,Federal Home Loan Bank Of Des Moines,Developer,1,"$117,861 "
127,Sr Labs,Developer,1,"$118,000 "
142,Cavisson Systems,Computer Programmer Analyst,1,"$119,000 "
176,Trustedid,Application Developer,1,"$119,978 "
175,Guy Carpenter & Company,Application Developer,1,"$120,000 "
186,Brown Investment Advisory & Trust,Programmer/Analyst,1,"$120,000 "
186,Jhl Capital Group,Programmer/Analyst,1,"$120,000 "
225,First Republic Bank,Data Analyst,1,"$120,000 "
126,Compliance Technologies International D/B/A Markit/Cti Tax Solut,Developer,1,"$120,132 "
174,Techniligent,Application Developer,1,"$120,349 "
125,Spotify Usa,Developer,1,"$121,000 "
185,Westbridge Capital Us Advisors,Programmer/Analyst,1,"$121,000 "
173,Lcg Consulting,Application Developer,1,"$121,758 "
124,Ustwo Studio,Developer,1,"$125,000 "
184,Tudor Investment,Programmer/Analyst,1,"$125,000 "
224,Pointstate Capital,Data Analyst,1,"$125,000 "
183,Western Asset Management,Programmer/Analyst,1,"$125,376 "
182,Income Research & Management,Programmer/Analyst,1,"$127,582 "
121,Field Street Capital Management,Developer,1,"$130,000 "
121,National Debt Relief,Developer,1,"$130,000 "
223,Tigo Energy,Data Analyst,1,"$130,000 "
85,Globalitkonnect,Software Test Engineer,1,"$131,040 "
170,Valiant Solutions,Application Developer,1,"$135,000 "
83,Practice Fusion,Software Test Engineer,1,"$135,000 "
83,Mimeo.Com,Software Test Engineer,1,"$135,000 "
180,Eagle Rock Advisors,Programmer/Analyst,1,"$140,000 "
180,First Pacific Advisors,Programmer/Analyst,1,"$140,000 "
179,Sourcecorp Management,Programmer/Analyst,1,"$141,499 "
117,Agileengine,Developer,1,"$143,000 "
116,Chegg,Developer,1,"$145,000 "
169,Texas Instruments,Application Developer,1,"$146,500 "
141,The Fountain Group,Computer Programmer Analyst,1,"$149,760 "
173,Richmond Hill Investments,Programmer/Analyst,1,"$150,000 "
173,Atlantic Investment Management,Programmer/Analyst,1,"$150,000 "
173,Fox Point Capital Management,Programmer/Analyst,1,"$150,000 "
82,Latitude 36,Software Test Engineer,1,"$156,000 "
168,"Princeton Information,",Application Developer,1,"$158,018 "
172,Hudson Bay Capital Management,Programmer/Analyst,1,"$162,500 "
115,Knowledgent Group,Developer,1,"$165,000 "
166,Cantor Fitzgerald,Application Developer,1,"$170,000 "
171,Redwood Capital Management,Programmer/Analyst,1,"$175,000 "
114,Aqr Capital Management,Developer,1,"$180,000 "
167,Finepoint Capital,Programmer/Analyst,1,"$200,000 "
167,Arrow Ridge Capital,Programmer/Analyst,1,"$200,000 "
167,Ardmore Global Investors,Programmer/Analyst,1,"$200,000 "
167,Tpg Global,Programmer/Analyst,1,"$200,000 "
165,Two Creeks Capital Management,Programmer/Analyst,1,"$250,000 "
165,Zbi,Programmer/Analyst,1,"$250,000 "
